[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	abaviaiton.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	abaviaiton.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ep2018-antivirus1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	volagratis.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www-origin.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://plataforma10.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	girlscovidev.sa.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta-balkan.kiwi.com	otx	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	beta-balkan.kiwi.com	hackertarget	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[URL]               	https://cs-messaging-storage.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-34-149-16-16, status-302)
[URL]               	https://lublinairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://loglady.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-404)
[DNS_NAME]          	covid.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	amadeus.kiwi.com	otx	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	theairlinereviewer.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	lublinairport.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	blvairport.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	lublinairport.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	loglady.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	confluence.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	cs-messaging-storage.kiwi.com	host	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	loglady.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	cs-messaging-storage.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	app.kiwi.com	urlscan	(a-record, distance-0, in-scope, resolved, subdomain)
[URL]               	https://aerolinkuganda.kiwi.com/en/	httpx	(dir, distance-0, http-title-aerolinkuganda-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://visitberlin.kiwi.com/en/	httpx	(dir, distance-0, http-title-visitberlin-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://zanair.kiwi.com/en/	httpx	(dir, distance-0, http-title-zanair-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://jobs.kiwi.com/	httpx	(dir, distance-0, http-title-homepage-jobs-at-kiwi-com, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	theairlinereviewer.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://mark-feed-gen.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-403)
[URL]               	http://loglady.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	antivirus.trackingconfluence-test.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flyulendo.kiwi.com	otx	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://mark-feed-gen.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://jobs.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	https://governorsaviation.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://plataforma10.kiwi.com/en/	httpx	(dir, distance-0, http-title-plataforma10-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	virusforum.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://governorsaviation.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://cs-messaging-storage.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-34-149-16-16, status-302)
[OPEN_TCP_PORT]     	jobs.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	http://rooms.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	mark-feed-gen.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	jobs.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	mark-feed-gen.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://rooms.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[OPEN_TCP_PORT]     	mark-feed-gen.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	go.kiwi.com	otx	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[OPEN_TCP_PORT]     	governorsaviation.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	http://lublinairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	loglady.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	locations.locations-dev.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	covid-19-city.insights.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	governorsaviation.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bergamolynk.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	rooms.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	cs-messaging-storage.kiwi.com:80	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	rooms.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	governorsaviation.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	lublinairport.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	flightlink.kiwi.com	otx	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	demo.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jsweekend.kiwi.com	otx	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://jobs.kiwi.com/wp-json/wp/v2/pages/29	httpx	(distance-0, endpoint, http-title-homepage-jobs-at-kiwi-com-title-n-meta-name-robots-content-index-follow-max-snippet-1-max-image-preview-large-max-video-preview-1-n-link-rel-canonical-href-https-jobs-kiwi-com-n-meta-property-og-locale-content-en-us-n-meta-property-og-type-content-article-n-meta-property-og-title-content-jobs-at-kiwi-com-n-meta-property-og-description-content-be-a-part-of-the-magic-and-discover-how-it-all-works-n-meta-property-og-url-content-https-jobs-kiwi-com-n-meta-property-og-site-name-content-jobs-at-kiwi-com-n-meta-property-article-publisher-content-https-www-facebook-com-kiwicom247-n-meta-property-article-modified-time-content-2023-02-17t13-00-41-00-00-n-meta-property-og-image-content-https-jobs-kiwi-com-wp-content-uploads-2020-08-jn74234-3-1200x1013-png-n-t-meta-property-og-image-width-content-1200-n-t-meta-property-og-image-height-content-1013-n-t-meta-property-og-image-type-content-image-png-n-meta-name-twitter-card-content-summary-large-image-n-meta-name-twitter-title-content-jobs-at-kiwi-com-n-meta-name-twitter-description-content-be-a-part-of-the-magic-and-discover-how-it-all-works-n-meta-name-twitter-image-content-https-jobs-kiwi-com-wp-content-uploads-2020-08-jn74234-3-png-n-meta-name-twitter-site-content-kiwicom247-n-script-type-application-ld-json-class-yoast-schema-graph-context-https-schema-org-graph-type-webpage-id-https-jobs-kiwi-com-url-https-jobs-kiwi-com-name-homepage-jobs-at-kiwi-com-ispartof-id-https-jobs-kiwi-com-website-datepublished-2019-10-28t20-02-51-00-00-datemodified-2023-02-17t13-00-41-00-00-breadcrumb-id-https-jobs-kiwi-com-breadcrumb-inlanguage-en-us-potentialaction-type-readaction-target-https-jobs-kiwi-com-type-breadcrumblist-id-https-jobs-kiwi-com-breadcrumb-itemlistelement-type-listitem-position-1-name-home-item-https-jobs-kiwi-com-type-listitem-position-2-name-homepage-type-website-id-https-jobs-kiwi-com-website-url-https-jobs-kiwi-com-name-jobs-at-kiwi-com-description-making-travel-better-publisher-id-https-jobs-kiwi-com-organization-potentialaction-type-searchaction-target-type-entrypoint-urltemplate-https-jobs-kiwi-com-s-search-term-string-query-input-required-name-search-term-string-inlanguage-en-us-type-organization-id-https-jobs-kiwi-com-organization-name-kiwi-com-url-https-jobs-kiwi-com-logo-type-imageobject-inlanguage-en-us-id-https-jobs-kiwi-com-schema-logo-image-url-https-jobs-kiwi-com-wp-content-uploads-2020-09-logo-resized-png-contenturl-https-jobs-kiwi-com-wp-content-uploads-2020-09-logo-resized-png-width-500-height-420-caption-kiwi-com-image-id-https-jobs-kiwi-com-schema-logo-image-sameas-https-www-facebook-com-kiwicom247-https-twitter-com-kiwicom247-https-www-instagram-com-kiwicom247-https-www-youtube-com-channel-ucs8teymhkrmntirgfau1ppg-https-en-wikipedia-org-wiki-kiwi-com-script-n-yoast-seo-plugin-yoast-head-json-title-homepage-jobs-at-kiwi-com-robots-index-index-follow-follow-max-snippet-max-snippet-1-max-image-preview-max-image-preview-large-max-video-preview-max-video-preview-1-canonical-https-jobs-kiwi-com-og-locale-en-us-og-type-article-og-title-jobs-at-kiwi-com-og-description-be-a-part-of-the-magic-and-discover-how-it-all-works-og-url-https-jobs-kiwi-com-og-site-name-jobs-at-kiwi-com-article-publisher-https-www-facebook-com-kiwicom247-article-modified-time-2023-02-17t13-00-41-00-00-og-image-width-1200-height-1013-url-https-jobs-kiwi-com-wp-content-uploads-2020-08-jn74234-3-1200x1013-png-type-image-png-twitter-card-summary-large-image-twitter-title-jobs-at-kiwi-com-twitter-description-be-a-part-of-the-magic-and-discover-how-it-all-works-twitter-image-https-jobs-kiwi-com-wp-content-uploads-2020-08-jn74234-3-png-twitter-site-kiwicom247-schema-context-https-schema-org-graph-type-webpage-id-https-jobs-kiwi-com-url-https-jobs-kiwi-com-name-homepage-jobs-at-kiwi-com-ispartof-id-https-jobs-kiwi-com-website-datepublished-2019-10-28t20-02-51-00-00-datemodified-2023-02-17t13-00-41-00-00-breadcrumb-id-https-jobs-kiwi-com-breadcrumb-inlanguage-en-us-potentialaction-type-readaction-target-https-jobs-kiwi-com-type-breadcrumblist-id-https-jobs-kiwi-com-breadcrumb-itemlistelement-type-listitem-position-1-name-home-item-https-jobs-kiwi-com-type-listitem-position-2-name-homepage-type-website-id-https-jobs-kiwi-com-website-url-https-jobs-kiwi-com-name-jobs-at-kiwi-com-description-making-travel-better-publisher-id-https-jobs-kiwi-com-organization-potentialaction-type-searchaction-target-type-entrypoint-urltemplate-https-jobs-kiwi-com-s-search-term-string-query-input-required-name-search-term-string-inlanguage-en-us-type-organization-id-https-jobs-kiwi-com-organization-name-kiwi-com-url-https-jobs-kiwi-com-logo-type-imageobject-inlanguage-en-us-id-https-jobs-kiwi-com-schema-logo-image-url-https-jobs-kiwi-com-wp-content-uploads-2020-09-logo-resized-png-contenturl-https-jobs-kiwi-com-wp-content-uploads-2020-09-logo-resized-png-width-500-height-420-caption-kiwi-com-image-id-https-jobs-kiwi-com-schema-logo-image-sameas-https-www-facebook-com-kiwicom247-https-twitter-com-kiwicom247-https-www-instagram-com-kiwicom247-https-www-youtube-com-channel-ucs8teymhkrmntirgfau1ppg-https-en-wikipedia-org-wiki-kiwi-com-links-self-href-https-jobs-kiwi-com-wp-json-wp-v2-pages-29-collection-href-https-jobs-kiwi-com-wp-json-wp-v2-pages-about-href-https-jobs-kiwi-com-wp-json-wp-v2-types-page-author-embeddable-true-href-https-jobs-kiwi-com-wp-json-wp-v2-users-14-replies-embeddable-true-href-https-jobs-kiwi-com-wp-json-wp-v2-comments-post-29-version-history-count-29-href-https-jobs-kiwi-com-wp-json-wp-v2-pages-29-revisions-predecessor-version-id-30523-href-https-jobs-kiwi-com-wp-json-wp-v2-pages-29-revisions-30523-wp-attachment-href-https-jobs-kiwi-com-wp-json-wp-v2-media-parent-29-curies-name-wp-href-https-api-w-org-rel-templated-true, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://jobs.kiwi.com/wp-json/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	neocovidev2.sa-comnwww.jira-test.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[STORAGE_BUCKET]    	{"name": "images.skypicker.com-dev", "url": "https://images.skypicker.com-dev.s3-website-eu-west-1.amazonaws.com"}	aws_cloud	(cloud-aws, distance-1)
[DNS_NAME]          	antivirus.www-test.alumni.devna.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cs-messaging-storage.kiwi.com	excavate	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	automation.kiwi.com	speculate	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mark-feed-gen.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	lublinairport.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://jamesvillasflights.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://fluggesellschaft.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	governorsaviation.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://traveltobrno.kiwi.com/	httpx	(dir, distance-0, http-title-travel-to-brno, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	zanair.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://laoskyway.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[DNS_NAME]          	viamilano.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://playtravel.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://api-sygictravel.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-401)
[DNS_NAME]          	media.kiwi.com	hackertarget	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jamesvillasflights.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	playtravel.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	mark-feed-gen.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jamesvillasflights.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	static-data.kiwi.com	hackertarget	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	visitberlin.kiwi.com	otx	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	covideo.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	fluggesellschaft.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	traveltobrno.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	jamesvillasflights.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	playtravel.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	playtravel.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	laoskyway.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://jamesvillasflights.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	fluggesellschaft.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	laoskyway.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	traveltobrno.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	api-sygictravel.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	playtravel.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	fluggesellschaft.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://api-sygictravel.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[DNS_NAME]          	laoskyway.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	traveltobrno.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	api-sygictravel.kiwi.com:443	speculate	(distance-0, in-scope)
[URL]               	http://playtravel.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	https://tours.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://fluggesellschaft.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://laoskyway.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://traveltobrno.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
